"n_Acc","x","y","shoe","row_number","min_dist","horiz_dist"
1,0.0883333333333333,0.368333333333333,181,24311,0.0453382350291184,0.0504424865014053
1,0.105,-0.235,181,24312,0.04,0.04
1,0.108333333333333,0.131666666666667,181,24313,0.114114951790825,0.116666666666667
1,0.118333333333333,-0.231666666666667,181,24314,0.026666666666667,0.026666666666667
1,0.121666666666667,-0.241666666666667,181,24315,0.023333333333333,0.023333333333333
1,0.138333333333333,-0.418333333333333,181,24316,0.0133333333333337,0.0133333333333337
1,0.141666666666667,0.268333333333333,181,24317,0.0380058475033044,0.040138648595974
1,0.148333333333333,-0.00166666666666667,181,24318,0.0463081466314996,0.0477260702109215
1,0.151666666666667,0.135,181,24319,0.0707106781186544,0.0707106781186544
1,0.151666666666667,-0.00166666666666667,181,24320,0.043333333333333,0.0444722135470875
1,0.161666666666667,0.248333333333333,181,24321,0.0268741924943282,0.0268741924943282
1,0.175,0.0116666666666667,181,24322,0.0284800124843918,0.03
1,0.188333333333333,0.181666666666667,181,24323,0.0268741924943286,0.0274873708374513
0,0.0816666666666667,0.131666666666667,181,24324,0.140633487398193,0.143333333333333
0,-0.135,0.191666666666667,181,24325,0.0504424865014052,0.0504424865014052
0,0.195,0.178333333333333,181,24326,0.022360679774998,0.0233333333333333
0,-0.0116666666666667,0.368333333333333,181,24327,0.128625209210498,0.146818103636968
0,-0.0983333333333333,-0.241666666666667,181,24328,0.0566666666666667,0.0566666666666667
0,0.135,0.215,181,24329,0.0641179468722378,0.0669991708074726
0,-0.015,0.335,181,24330,0.144606746423226,0.160138828659524
0,-0.108333333333333,0.321666666666667,181,24331,0.0686375342732468,0.0703167436990969
0,-0.0883333333333333,-0.125,181,24332,0.0633333333333334,0.0633333333333334
0,0.0116666666666667,-0.465,181,24333,0.0235702260395516,0.120415945787923
0,0.155,0.215,181,24334,0.0463081466314994,0.0471404520791032
0,-0.0516666666666667,-0.291666666666667,181,24335,0.103333333333333,0.103333333333333
0,0.015,0.478333333333333,181,24336,0.0473755680118399,0.0603692342542495
0,-0.0183333333333333,0.351666666666667,181,24337,0.13498971154211,0.147007180474666
0,0.0816666666666667,0.378333333333333,181,24338,0.0453382350291183,0.0504424865014052
0,-0.0116666666666667,0.0816666666666667,181,24339,0.152970585407784,0.156666666666667
0,-0.00166666666666667,0.431666666666667,181,24340,0.0919540948275579,0.100055540132024
0,-0.0416666666666667,0.215,181,24341,0.146439217576592,0.146666666666667
0,0.005,0.498333333333333,181,24342,0.0348010216963688,0.053437398472938
0,-0.101666666666667,0.245,181,24343,0.0899999999999997,0.0899999999999997
0,0.0916666666666667,0.375,181,24344,0.038873012632302,0.0434613493680176
0,-0.0816666666666667,0.298333333333333,181,24345,0.101214843004593,0.106666666666667
0,0.00833333333333333,0.455,181,24346,0.0683942817622773,0.0802772971919486
0,-0.0916666666666667,0.308333333333333,181,24347,0.0889444270941756,0.0933333333333333
0,-0.131666666666667,-0.258333333333333,181,24348,0.0266666666666663,0.0266666666666663
0,0.085,0.208333333333333,181,24349,0.112051575426478,0.12
0,0.118333333333333,0.121666666666667,181,24350,0.105934990547138,0.106666666666667
0,-0.121666666666667,0.188333333333333,181,24351,0.0634209919681345,0.0634209919681345
0,0.0783333333333333,-0.428333333333333,181,24352,0.0708676387515645,0.0733333333333334
0,0.045,-0.00166666666666667,181,24353,0.138644228953903,0.150332963783729
0,0.198333333333333,0.171666666666667,181,24354,0.0200000000000003,0.0200000000000003
0,0.141666666666667,0.211666666666667,181,24355,0.059628479399994,0.0608276253029818
0,-0.0983333333333333,-0.401666666666667,181,24356,0.05,0.05
0,-0.125,-0.251666666666667,181,24357,0.0316227766016839,0.0333333333333333
0,-0.005,0.271666666666667,181,24358,0.173333333333333,0.183454505410894
0,0.121666666666667,-0.428333333333333,181,24359,0.029814239699997,0.0299999999999997
